0.171053	1	0.171053
0.342152	2	0.171076
0.513211	3	0.171070
0.684665	4	0.171166
0.855605	5	0.171121
1.027361	6	0.171227
1.199277	7	0.171325
1.369205	8	0.171151
1.540973	9	0.171219
1.711046	10	0.171105
1.882939	11	0.171176
2.052768	12	0.171064
2.223987	13	0.171076
2.394965	14	0.171069
2.566237	15	0.171082
2.737092	16	0.171068
2.909944	17	0.171173
3.080143	18	0.171119
3.252060	19	0.171161
3.425078	20	0.171254
3.594096	21	0.171147
3.767031	22	0.171229
3.933889	23	0.171039
4.105873	24	0.171078
4.276241	25	0.171050
4.447547	26	0.171060
4.620658	27	0.171135
4.788031	28	0.171001
4.963134	29	0.171143
5.137384	30	0.171246
5.307663	31	0.171215
5.480397	32	0.171262
5.646876	33	0.171117
5.819091	34	0.171150
5.987001	35	0.171057
6.156741	36	0.171021
6.327023	37	0.171001
6.503418	38	0.171143
6.668377	39	0.170984
6.845865	40	0.171147
7.019980	41	0.171219
7.186823	42	0.171115
7.365554	43	0.171292
7.537195	44	0.171300
7.702896	45	0.171175
7.867516	46	0.171033
8.042451	47	0.171116
8.211242	48	0.171068
8.380020	49	0.171021
8.566565	50	0.171331
8.723524	51	0.171049
8.898854	52	0.171132
9.079908	53	0.171319
9.736364	54	0.180303
9.412349	55	0.171134
9.578872	56	0.171051
9.746555	57	0.170992
9.920059	58	0.171035
10.090548	59	0.171026
10.263529	60	0.171059
10.433915	61	0.171048
10.611971	62	0.171161
10.784116	63	0.171176
10.952438	64	0.171132
11.126577	65	0.171178
11.300313	66	0.171217
11.470494	67	0.171201
11.631282	68	0.171048
11.802121	69	0.171045
11.974927	70	0.171070
12.144629	71	0.171051
12.315089	72	0.171043
12.494158	73	0.171153
12.664845	74	0.171147
12.838512	75	0.171180
13.014427	76	0.171242
13.180954	77	0.171181
13.344958	78	0.171089
13.515166	79	0.171078
13.685272	80	0.171066
13.853907	81	0.171036
14.024492	82	0.171030
14.193703	83	0.171008
14.369306	84	0.171063
14.551455	85	0.171194
14.724823	86	0.171219
14.899770	87	0.171262
15.065893	88	0.171203
15.233143	89	0.171159
15.412001	90	0.171244
15.563546	91	0.171028
15.741126	92	0.171099
15.916513	93	0.171145
16.078334	94	0.171046
16.252684	95	0.171081
16.447698	96	0.171330
16.601677	97	0.171151
16.769343	98	0.171116
16.951695	99	0.171229
17.112926	100	0.171129
