0.519801	1	0.519801
1.048989	2	0.524494
1.573220	3	0.524407
2.098604	4	0.524651
2.621083	5	0.524217
3.144894	6	0.524149
3.670577	7	0.524368
4.193453	8	0.524182
4.722520	9	0.524724
5.244783	10	0.524478
5.766586	11	0.524235
6.291939	12	0.524328
6.816327	13	0.524333
7.337246	14	0.524089
7.869205	15	0.524614
8.386835	16	0.524177
8.916191	17	0.524482
9.438679	18	0.524371
9.962931	19	0.524365
10.491410	20	0.524571
11.011646	21	0.524364
11.539190	22	0.524509
12.068644	23	0.524724
12.588399	24	0.524517
13.110645	25	0.524426
13.636769	26	0.524491
14.167852	27	0.524735
14.682482	28	0.524374
15.222170	29	0.524902
15.741246	30	0.524708
16.260284	31	0.524525
16.782318	32	0.524447
17.316433	33	0.524740
17.831507	34	0.524456
18.354380	35	0.524411
18.884633	36	0.524573
19.414515	37	0.524717
19.925895	38	0.524366
20.444289	39	0.524213
20.972390	40	0.524310
21.496206	41	0.524298
22.026865	42	0.524449
22.554813	43	0.524531
23.070419	44	0.524328
23.594524	45	0.524323
24.122030	46	0.524392
24.637152	47	0.524195
25.159801	48	0.524163
25.704759	49	0.524587
26.223511	50	0.524470
26.747941	51	0.524469
27.269615	52	0.524416
27.796406	53	0.524460
28.321214	54	0.524467
28.841564	55	0.524392
29.371370	56	0.524489
29.901403	57	0.524586
30.447219	58	0.524952
30.934360	59	0.524311
32.435271	60	0.540588
32.009830	61	0.524751
32.520106	62	0.524518
33.053283	63	0.524655
33.796631	64	0.528072
34.094310	65	0.524528
34.630809	66	0.524709
35.142048	67	0.524508
35.673317	68	0.524608
36.198471	69	0.524616
36.719311	70	0.524562
37.235946	71	0.524450
37.788437	72	0.524839
38.301950	73	0.524684
38.811585	74	0.524481
39.327617	75	0.524368
39.882898	76	0.524775
40.382040	77	0.524442
40.909044	78	0.524475
41.441486	79	0.524576
41.969018	80	0.524613
42.474251	81	0.524373
42.986645	82	0.524227
43.492009	83	0.524000
44.013616	84	0.523972
44.543829	85	0.524045
45.085390	86	0.524249
45.613388	87	0.524292
46.153106	88	0.524467
46.683037	89	0.524529
47.208290	90	0.524537
47.723464	91	0.524434
48.256337	92	0.524525
48.786544	93	0.524586
49.292059	94	0.524384
49.853260	95	0.524771
50.344494	96	0.524422
50.861145	97	0.524342
51.386807	98	0.524355
51.933957	99	0.524585
52.472329	100	0.524723
