0.171729	1	0.171729
0.341673	2	0.170836
0.513368	3	0.171123
0.684737	4	0.171184
0.855568	5	0.171114
1.027172	6	0.171195
1.197326	7	0.171047
1.369618	8	0.171202
1.540919	9	0.171213
1.711409	10	0.171141
1.883795	11	0.171254
2.053168	12	0.171097
2.223798	13	0.171061
2.396190	14	0.171156
2.566499	15	0.171100
2.739062	16	0.171191
2.909813	17	0.171165
3.082164	18	0.171231
3.251891	19	0.171152
3.423023	20	0.171151
3.597315	21	0.171301
3.764960	22	0.171135
3.934799	23	0.171078
4.108181	24	0.171174
4.277632	25	0.171105
4.447843	26	0.171071
4.623905	27	0.171256
4.792707	28	0.171168
4.965911	29	0.171238
5.137808	30	0.171260
5.306035	31	0.171162
5.480448	32	0.171264
5.647809	33	0.171146
5.819355	34	0.171158
5.993840	35	0.171253
6.160316	36	0.171120
6.335368	37	0.171226
6.506578	38	0.171226
6.677349	39	0.171214
6.848774	40	0.171219
7.017887	41	0.171168
7.187483	42	0.171131
7.357710	43	0.171110
7.537795	44	0.171314
7.700275	45	0.171117
7.869330	46	0.171072
8.050172	47	0.171280
8.213807	48	0.171121
8.386771	49	0.171159
8.560352	50	0.171207
8.729828	51	0.171173
8.904529	52	0.171241
9.065967	53	0.171056
9.244194	54	0.171189
9.415224	55	0.171186
9.578967	56	0.171053
9.758770	57	0.171206
9.924321	58	0.171109
10.097653	59	0.171147
10.269951	60	0.171166
10.435698	61	0.171077
10.615670	62	0.171220
10.782690	63	0.171154
10.960253	64	0.171254
11.124308	65	0.171143
11.289324	66	0.171050
11.481667	67	0.171368
11.641588	68	0.171200
11.806885	69	0.171114
12.114424	70	0.173063
12.144677	71	0.171052
12.317460	72	0.171076
12.521686	73	0.171530
12.665781	74	0.171159
12.839809	75	0.171197
13.000741	76	0.171062
13.176003	77	0.171117
13.356549	78	0.171238
13.517475	79	0.171107
13.691760	80	0.171147
13.869895	81	0.171233
14.025066	82	0.171037
14.212892	83	0.171240
14.379603	84	0.171186
14.552896	85	0.171211
14.720995	86	0.171174
14.888869	87	0.171136
15.059430	88	0.171130
15.227715	89	0.171098
15.425911	90	0.171399
15.569107	91	0.171089
15.737617	92	0.171061
15.934913	93	0.171343
16.081556	94	0.171080
16.256494	95	0.171121
16.433151	96	0.171179
16.604532	97	0.171181
16.778294	98	0.171207
16.942422	99	0.171136
17.117694	100	0.171177
